Age,Income,Employment_Years,Education_Level,Credit_Score,Loan_Purpose,Loan_Amount,Loan_Term_Days,Number_of_Open_Accounts,Outstanding Debt,DTI,Credit_Worthy
33,316629,14.28,1,334,2,40839,178,7,63011,19.9,0
56,279438,21.77,2,345,3,29838,37,12,5644,2.02,0
22,170528,13.26,2,332,2,47021,120,6,50095,29.38,0
39,488011,11.64,2,626,1,61168,118,14,16730,3.43,1
46,317698,1.17,2,525,3,23681,1,14,53047,16.7,0
20,329066,12.83,3,709,2,95772,209,3,61040,18.55,1
29,295553,24.93,1,515,3,21585,311,5,41285,13.97,0
43,744687,0.07,2,516,1,92801,208,3,72147,9.69,0
33,766760,12.74,4,875,2,36394,154,9,11805,1.54,1
54,318783,39.66,1,343,3,53101,250,2,57868,18.15,0
39,251182,26.71,4,825,2,1734,171,6,7817,3.11,1
46,476843,27.35,1,669,1,44069,315,9,27474,5.76,1
31,826124,18.15,1,678,3,193,307,10,11933,1.44,1
45,109037,30.44,1,618,1,28470,107,7,49411,45.32,1
22,754200,8.55,4,748,3,19850,143,5,23710,3.14,1
64,729560,36.84,2,499,1,16572,8,2,6488,0.89,0
47,768423,5.25,2,384,1,19034,94,2,17205,2.24,0
63,208487,29.52,4,740,2,43874,97,4,5989,2.87,1
22,38074,15.35,2,510,1,88157,7,10,27365,71.87,0
29,690909,33.64,3,797,2,39225,274,12,38404,5.56,1
33,312107,24.74,2,338,1,67081,12,2,21049,6.74,0
43,504672,20.36,3,806,1,86641,2,12,7094,1.41,1
43,771722,7.62,3,850,1,39203,349,13,29197,3.78,1
38,776967,28.66,3,712,3,83850,7,13,22728,2.93,1
56,596553,43.86,4,805,2,60185,12,8,42168,7.07,1
53,36061,37.15,2,666,3,88805,340,10,24885,69.01,0
50,471442,2.7,2,480,2,56643,57,7,34608,7.34,0
47,179882,16.93,4,530,1,17038,78,7,73212,40.7,0
54,473222,41.65,4,769,3,77592,74,3,44313,9.36,1
40,657790,22.64,2,612,2,51686,233,7,40770,6.2,1
27,304944,29.8,4,775,1,58124,279,8,9576,3.14,1
22,398336,41.07,4,894,2,39787,30,5,35075,8.81,1
53,522175,39.32,3,875,2,71229,314,1,10665,2.04,1
51,276505,22.58,4,719,1,26307,95,1,13300,4.81,1
48,651516,19.69,3,761,3,49454,308,12,28033,4.3,1
27,226548,15.29,1,618,1,37410,56,11,41398,18.27,1
36,482676,32.36,3,835,3,49060,10,14,65992,13.67,1
49,470983,12.91,3,853,2,61362,147,4,55920,11.87,1
18,834486,11.24,4,737,2,97255,364,2,58448,7.0,1
22,488535,16.03,2,647,2,13503,87,7,65499,13.41,1
62,516005,7.97,1,398,3,13165,253,13,44573,8.64,0
21,720757,31.28,1,663,1,90030,187,3,70275,9.75,1
33,33233,27.73,1,660,3,26901,233,12,16776,50.48,0
41,786565,21.73,2,662,2,99232,253,4,35390,4.5,1
33,503236,17.56,1,657,2,29330,224,9,6177,1.23,1
19,700428,40.91,1,429,1,72806,340,2,48264,6.89,0
45,872159,1.31,2,306,3,84042,4,12,9113,1.04,0
49,897042,34.61,1,682,2,90314,353,8,27034,3.01,1
44,352597,40.59,4,804,3,30068,112,1,19985,5.67,1
37,648423,20.09,4,852,3,42617,193,3,31743,4.9,1
41,439048,24.78,3,750,1,53339,141,4,70045,15.95,1
29,390608,42.5,3,749,1,32755,323,14,39211,10.04,1
52,237314,9.55,3,763,2,92723,140,6,56807,23.94,1
50,557970,23.41,4,839,1,62871,349,1,59133,10.6,1
50,505514,21.36,4,880,3,46084,95,14,71753,14.19,1
60,174455,11.63,4,774,1,11149,41,8,24270,13.91,1
54,340304,36.84,3,709,3,72421,2,2,65797,19.33,1
29,768692,40.48,3,888,2,64913,278,5,6834,0.89,1
20,305810,35.19,3,882,3,4755,150,6,9528,3.12,1
18,340961,8.79,3,798,1,84094,41,8,5945,1.74,1
50,635486,3.9,3,767,1,90738,351,3,22519,3.54,1
57,447858,27.25,3,869,2,72554,116,12,33103,7.39,1
27,586118,2.57,4,765,1,69072,120,9,7670,1.31,1
60,516283,30.28,2,471,2,21532,237,12,25380,4.92,0
61,554522,23.87,2,583,2,90509,270,5,23713,4.28,0
46,601904,29.83,3,806,1,65996,349,8,19192,3.19,1
30,291365,26.56,2,665,3,70235,291,4,13260,4.55,1
29,162482,19.02,2,410,2,43036,9,12,37959,23.36,0
48,755415,9.04,4,777,3,13850,239,9,25517,3.38,1
63,736773,13.76,3,885,1,28087,118,8,35932,4.88,1
19,21051,23.6,3,552,3,26265,352,5,74631,354.52,0
52,916961,29.33,2,535,3,50641,315,3,11625,1.27,0
40,621206,35.08,3,792,3,24446,312,1,23873,3.84,1
34,98116,34.52,3,829,3,3614,10,5,32792,33.42,1
43,404370,43.77,3,882,1,24938,25,5,4653,1.15,1
25,994067,12.86,3,733,1,27659,173,4,35517,3.57,1
46,248931,3.2,2,602,3,97601,225,10,8096,3.25,1
43,326901,15.55,1,521,1,59307,11,10,68894,21.07,0
27,539385,33.45,2,673,1,16485,101,8,8096,1.5,1
43,403152,19.72,4,827,2,18417,265,3,55125,13.67,1
51,543562,36.8,1,581,1,493,327,12,28243,5.2,0
58,752835,24.72,1,639,3,24981,83,10,26334,3.5,1
24,988761,41.84,1,300,1,98933,276,9,13170,1.33,0
21,246572,42.65,2,396,1,28055,345,3,59223,24.02,0
62,151379,3.12,4,786,1,58408,261,4,18917,12.5,1
28,601177,20.54,2,630,1,58114,221,6,38106,6.34,1
46,246256,27.44,4,807,2,65530,311,9,69310,28.15,1
53,842376,11.51,2,314,3,72131,219,10,48195,5.72,0
42,905987,18.32,2,441,3,87073,89,2,59423,6.56,0
38,582422,30.5,2,610,1,59696,15,2,55618,9.55,1
53,440539,10.2,1,684,1,1813,246,2,21046,4.78,1
27,529421,27.09,2,588,2,20528,176,5,67594,12.77,0
54,222834,31.39,4,769,1,62260,4,6,17062,7.66,1
26,500441,4.07,4,755,2,66271,334,3,35743,7.14,1
41,247579,22.39,4,722,3,80829,21,3,24861,10.04,1
52,570242,11.84,1,353,3,60943,208,2,54801,9.61,0
52,730381,32.6,2,645,2,23103,137,11,39213,5.37,1
53,372103,8.53,2,686,3,80269,322,6,18225,4.9,1
35,771287,40.15,3,745,1,94864,363,1,67415,8.74,1
56,755226,19.39,1,551,1,42177,216,9,28539,3.78,0
49,745787,8.91,4,833,2,26830,117,11,15038,2.02,1
41,287136,19.71,4,852,3,73081,179,10,11691,4.07,1
40,546249,18.39,2,538,3,79917,246,4,10324,1.89,0
49,556785,19.3,4,716,2,72238,128,14,3315,0.6,1
54,445767,26.35,2,648,2,65673,358,2,46186,10.36,1
29,800734,23.45,2,578,3,28969,78,13,34147,4.26,0
30,993259,6.74,3,843,2,31176,229,12,14357,1.45,1
40,819687,2.95,1,651,1,92266,293,6,5341,0.65,1
42,155639,32.82,2,453,3,86105,262,5,44853,28.82,0
52,855279,25.19,2,485,2,97935,82,3,62551,7.31,0
58,780177,16.16,2,382,2,25194,342,13,42676,5.47,0
47,723363,36.38,3,754,2,26917,338,3,393,0.05,1
34,40389,17.46,2,361,3,10655,307,5,71008,175.81,0
37,195595,35.82,1,657,1,70756,66,4,50422,25.78,1
42,405946,13.76,1,358,1,80314,96,5,8138,2.0,0
39,343720,3.28,4,841,3,50293,145,2,13998,4.07,1
30,850351,41.97,1,448,2,4815,65,11,30279,3.56,0
36,757463,17.75,4,890,3,34262,9,1,10398,1.37,1
53,23358,35.67,1,473,3,97958,357,5,31531,134.99,0
29,370679,12.56,4,754,2,38558,186,11,48365,13.05,1
58,521110,29.09,2,361,3,98638,158,1,4795,0.92,0
36,272557,39.3,3,866,1,3240,31,3,71900,26.38,1
29,227596,1.87,3,869,3,74274,151,8,8080,3.55,1
26,798776,37.38,3,747,2,17483,319,11,67042,8.39,1
24,650270,25.71,2,402,3,17818,242,8,9449,1.45,0
45,248129,27.34,3,727,1,76260,156,9,59607,24.02,1
31,812130,23.54,1,383,3,57499,59,1,40178,4.95,0
48,348953,39.35,4,833,3,87108,10,4,32978,9.45,1
36,637367,1.95,2,358,3,21963,345,6,20178,3.17,0
64,75805,11.75,3,389,3,71726,124,7,53674,70.81,0
33,182421,39.41,1,369,2,11477,356,5,19432,10.65,0
22,227849,33.86,1,484,1,83131,346,13,67656,29.69,0
52,987752,0.79,2,359,1,60623,282,7,178,0.02,0
29,881465,23.27,2,444,1,14970,237,11,10227,1.16,0
42,258483,23.83,3,867,3,57587,333,10,12232,4.73,1
38,904671,18.04,4,765,1,19400,17,8,49427,5.46,1
53,412551,13.38,3,814,2,56051,324,10,52148,12.64,1
40,64041,30.68,3,823,3,67739,23,6,14083,21.99,1
33,838386,9.35,2,512,3,90831,9,11,73312,8.74,0
56,290146,35.95,3,881,1,72226,207,4,16176,5.58,1
62,351927,36.14,3,770,3,43080,45,1,14134,4.02,1
59,127524,18.69,4,343,3,32150,331,11,62878,49.31,0
56,238306,12.76,1,639,1,3021,27,5,22428,9.41,1
31,931289,12.77,1,494,2,70370,188,10,57833,6.21,0
48,564026,21.7,4,756,2,85393,140,10,14838,2.63,1
22,817135,32.38,1,591,1,30428,9,10,10547,1.29,0
52,133776,16.15,3,756,2,60920,234,4,10749,8.04,1
40,200494,27.45,4,820,2,23238,92,5,67090,33.46,1
46,212971,17.21,4,870,2,81673,77,4,60030,28.19,1
60,949896,13.7,2,599,3,99240,340,9,25242,2.66,0
28,851156,1.12,1,617,3,12194,244,3,61446,7.22,1
35,838731,0.18,2,670,3,65364,333,3,2470,0.29,1
64,297785,10.22,3,782,2,9128,155,10,49068,16.48,1
29,361678,18.29,4,760,3,15532,218,7,1475,0.41,1
26,288449,38.31,3,793,2,43919,285,2,48555,16.83,1
27,773622,35.93,1,566,1,88727,150,9,31110,4.02,0
61,300926,12.02,2,632,2,81222,329,8,22862,7.6,1
34,360401,11.0,1,675,3,5412,88,12,33106,9.19,1
55,256371,10.23,3,860,2,26073,106,14,57613,22.47,1
24,622251,15.27,2,401,3,55405,294,6,71501,11.49,0
63,666275,22.42,1,676,3,29073,95,14,35597,5.34,1
30,695926,19.74,3,811,1,44490,253,13,72009,10.35,1
57,144591,9.82,1,365,1,16199,39,9,72101,49.87,0
59,612054,5.87,4,809,3,50056,255,11,1337,0.22,1
26,550799,0.57,2,419,2,99479,54,3,43317,7.86,0
44,659104,6.93,2,578,1,14163,243,4,47918,7.27,0
19,520981,31.74,2,541,1,94406,110,7,34436,6.61,0
22,793720,10.96,4,876,3,92852,254,1,66749,8.41,1
46,963681,21.09,2,447,2,93296,112,13,2769,0.29,0
54,286909,26.61,4,714,1,82019,174,1,64078,22.33,1
55,171426,39.91,2,585,1,9705,189,1,27635,16.12,0
36,306073,40.0,1,303,2,96285,221,12,54929,17.95,0
25,179892,33.56,1,619,1,98195,249,8,49597,27.57,1
62,131576,1.58,1,620,2,78004,52,13,53534,40.69,1
18,442739,25.88,1,307,3,73064,162,6,36445,8.23,0
39,615376,35.4,4,751,1,51305,35,3,72622,11.8,1
34,97525,0.78,3,841,3,15917,37,10,18212,18.67,1
24,33780,24.74,3,613,2,2520,334,7,22670,67.11,0
42,288733,38.6,1,566,3,84548,317,6,54712,18.95,0
62,972316,21.33,3,758,3,69953,111,5,70048,7.2,1
21,900096,0.18,3,723,3,89997,177,3,55481,6.16,1
53,983443,0.5,2,387,2,27828,9,14,33454,3.4,0
23,464709,18.75,4,859,2,57958,275,4,33453,7.2,1
48,124188,6.98,1,601,2,49189,121,13,47770,38.47,1
36,637614,29.9,3,727,2,96704,105,13,8533,1.34,1
61,847385,31.9,3,715,2,98631,156,11,12892,1.52,1
56,610073,8.0,1,597,1,84357,336,11,63247,10.37,0
44,563597,39.98,2,658,1,29064,26,1,33502,5.94,1
27,598483,19.89,1,571,1,97165,296,9,1497,0.25,0
43,45901,6.43,2,399,3,77092,25,5,15155,33.02,0
36,698936,34.39,3,839,3,99359,355,2,58476,8.37,1
56,444724,35.55,4,889,2,42340,69,12,5451,1.23,1
20,487927,28.77,2,333,2,83549,327,11,37404,7.67,0
62,569752,38.41,2,593,1,12775,151,9,46792,8.21,0
30,997785,33.18,1,682,2,97777,345,12,27290,2.74,1
45,298404,39.7,3,874,3,92625,65,7,55680,18.66,1
37,669285,19.52,4,721,2,60149,150,14,23110,3.45,1
45,317584,33.64,1,635,1,81764,320,14,43440,13.68,1
25,377226,44.99,1,643,2,48536,245,8,24416,6.47,1
58,912015,32.62,4,702,3,40313,58,13,10182,1.12,1
56,600971,5.14,3,700,1,28211,156,3,70247,11.69,1
18,406350,23.32,4,752,2,4384,112,14,28396,6.99,1
20,192502,26.43,1,491,3,91129,123,7,34210,17.77,0
30,939491,7.84,1,471,1,17685,353,11,35159,3.74,0
45,527994,43.33,2,346,1,65139,362,1,66921,12.67,0
42,700465,7.9,4,865,3,95231,203,6,18541,2.65,1
50,622772,7.99,4,890,2,7231,4,10,4397,0.71,1
55,794107,41.18,4,814,2,43482,129,6,1392,0.18,1
23,950530,20.93,1,340,2,91833,26,11,56575,5.95,0
61,874741,2.84,3,848,1,33627,289,10,16653,1.9,1
62,852359,26.92,1,696,1,87593,27,12,9717,1.14,1
49,226486,27.08,2,493,2,31036,42,6,15569,6.87,0
62,995039,2.9,1,365,1,87181,71,3,8670,0.87,0
64,849378,43.76,1,342,1,53541,64,6,69808,8.22,0
38,932935,24.48,1,489,3,54698,25,14,49391,5.29,0
33,469777,25.19,2,388,2,79320,72,3,23387,4.98,0
38,161449,23.41,4,875,2,20742,361,10,24153,14.96,1
28,597880,27.48,3,812,2,70007,268,9,14435,2.41,1
54,158419,11.89,3,725,1,12751,314,7,29001,18.31,1
53,315920,12.93,2,398,1,1765,95,14,27974,8.85,0
52,941287,23.01,4,760,1,7018,357,13,37862,4.02,1
36,600086,36.3,4,824,2,23107,364,4,6439,1.07,1
37,155370,2.24,2,549,1,97044,315,3,12730,8.19,0
35,876636,27.15,1,674,2,75830,117,6,26408,3.01,1
64,892639,36.31,4,761,1,25135,164,9,42712,4.78,1
58,906788,7.06,3,781,2,89452,278,3,55851,6.16,1
31,468377,0.68,2,697,3,88702,65,8,73896,15.78,1
32,867084,14.07,3,881,1,76849,306,6,14173,1.63,1
48,971988,26.47,1,487,2,88248,260,4,69079,7.11,0
18,511830,6.22,2,692,3,22311,228,5,15530,3.03,1
20,936004,19.18,3,743,3,54687,200,3,73591,7.86,1
33,263767,24.85,3,755,1,26966,220,14,40282,15.27,1
40,565210,26.95,1,558,2,97235,180,2,73806,13.06,0
28,447244,12.35,2,397,1,7444,358,9,66645,14.9,0
29,524677,18.0,4,796,3,68837,228,13,58236,11.1,1
27,433532,35.03,4,790,1,70388,252,3,66761,15.4,1
49,883428,42.35,3,758,2,62646,299,6,12877,1.46,1
33,430184,38.78,1,628,3,10427,361,5,56681,13.18,1
25,836698,25.39,3,840,1,48759,4,10,15098,1.8,1
55,538895,18.46,1,608,1,45897,141,11,74293,13.79,1
29,246817,14.98,4,878,1,71727,166,8,2860,1.16,1
41,437216,5.62,3,741,1,27708,254,5,24878,5.69,1
45,951515,4.79,3,853,1,28385,153,11,14629,1.54,1
25,22866,30.98,1,486,3,88634,67,8,8301,36.3,0
45,132669,11.69,2,624,3,48734,55,11,2413,1.82,1
53,812330,11.46,1,409,2,40389,96,5,3339,0.41,0
43,300539,44.92,2,518,1,88579,167,11,59485,19.79,0
25,714379,8.46,4,791,2,18107,321,10,5805,0.81,1
45,286150,6.66,3,702,3,25357,331,13,53676,18.76,1
45,709753,4.44,3,740,1,85154,342,6,12393,1.75,1
54,817388,26.09,1,424,2,29884,62,5,20030,2.45,0
58,463258,28.25,1,556,1,38688,174,2,65264,14.09,0
53,509415,16.44,4,892,1,44321,253,10,27098,5.32,1
44,943582,24.09,4,814,2,21478,112,10,62525,6.63,1
34,967135,35.48,2,369,3,4796,215,6,16396,1.7,0
26,377820,36.81,4,825,2,93631,239,14,22994,6.09,1
50,666012,43.11,4,749,2,34735,227,7,62089,9.32,1
37,607189,37.09,4,779,2,58643,230,3,60611,9.98,1
30,913659,25.42,4,796,1,81359,233,3,17259,1.89,1
45,744857,8.08,2,515,3,19307,163,12,7304,0.98,0
46,508029,4.49,4,758,3,27624,126,7,70187,13.82,1
30,661480,2.45,2,523,1,28654,253,11,12178,1.84,0
63,192646,29.99,1,629,3,11917,333,10,13748,7.14,1
52,313561,36.34,3,762,2,55358,199,4,21824,6.96,1
23,370164,22.89,1,580,3,62682,197,2,11964,3.23,0
35,365783,2.46,4,837,1,268,122,9,24929,6.82,1
22,478222,24.1,3,776,3,43081,264,14,69024,14.43,1
64,114881,42.11,4,823,1,92406,54,13,10039,8.74,1
42,262934,26.89,4,828,2,65299,135,9,67927,25.83,1
19,976958,36.42,1,398,1,65048,339,6,3439,0.35,0
27,152659,36.01,4,713,3,57882,359,14,35152,23.03,1
47,665976,41.95,1,546,2,80859,151,2,36136,5.43,0
62,521323,34.66,4,885,3,61699,100,3,6168,1.18,1
22,659872,33.65,2,543,1,73663,234,5,13173,2.0,0
50,730070,10.53,3,737,2,16391,32,11,51304,7.03,1
18,892999,2.7,1,556,1,53933,62,11,30361,3.4,0
35,767108,23.29,1,639,3,91075,196,5,66311,8.64,1
49,882318,5.6,3,832,1,87157,30,13,60710,6.88,1
64,956320,43.3,1,343,3,90351,243,9,65479,6.85,0
28,761184,13.05,3,892,3,87254,106,10,47446,6.23,1
38,835864,38.38,2,356,2,94635,295,3,36699,4.39,0
43,199689,17.44,4,803,2,33092,133,2,27257,13.65,1
42,354517,14.54,2,344,1,39450,22,10,34208,9.65,0
39,185289,42.08,4,359,3,1673,156,8,74442,40.18,0
44,303028,16.35,3,765,3,8677,214,7,25152,8.3,1
30,287598,17.56,2,522,2,8812,226,12,54237,18.86,0
50,619248,4.77,4,746,2,30048,285,9,38279,6.18,1
51,122421,30.17,3,537,2,77800,171,3,49222,40.21,0
58,258245,13.0,4,814,2,5317,42,6,47351,18.34,1
52,587906,26.35,1,325,1,60278,60,5,26953,4.58,0
18,67111,26.61,1,692,1,85162,77,5,10938,16.3,1
38,452829,32.36,3,750,1,96906,202,10,41703,9.21,1
23,236750,33.54,4,793,1,26509,220,8,39497,16.68,1
45,140592,23.15,1,409,2,49140,187,1,23795,16.92,0
34,254000,14.89,2,691,1,78370,96,1,58721,23.12,1
22,800277,37.69,4,704,1,79166,342,3,24986,3.12,1
48,342137,13.94,4,738,1,78030,212,11,19392,5.67,1
22,148652,22.84,1,623,2,67135,340,2,57296,38.54,1
55,946352,18.06,1,339,3,93175,262,2,72407,7.65,0
20,528069,38.48,3,735,2,9769,329,2,21994,4.16,1
40,622960,19.44,4,848,3,58347,77,4,42640,6.84,1
54,794639,17.37,2,553,3,59075,31,1,29721,3.74,0
54,872557,31.04,1,396,1,28662,39,10,9907,1.14,0
27,237516,27.11,4,725,1,21729,306,9,63821,26.87,1
27,399653,4.83,1,403,1,91382,334,14,63239,15.82,0
36,81602,22.87,3,402,2,61563,214,5,51490,63.1,0
34,223117,33.1,4,774,2,46107,126,5,3194,1.43,1
38,257069,44.64,4,784,1,18228,165,9,40987,15.94,1
31,586510,28.31,3,812,2,2139,246,14,60482,10.31,1
26,855655,16.66,2,611,2,3957,109,5,5221,0.61,1
63,261084,10.18,1,356,3,59119,88,13,19358,7.41,0
18,262318,39.28,3,886,2,91532,200,13,39300,14.98,1
62,609621,36.66,4,827,3,70586,271,11,19550,3.21,1
30,728092,10.53,3,800,1,89107,51,14,17475,2.4,1
21,404794,9.03,4,834,2,81077,198,8,57594,14.23,1
18,69420,32.18,3,869,3,12835,23,11,142,0.2,1
57,619792,14.17,2,440,2,88051,153,1,20695,3.34,0
49,546750,13.79,4,783,3,34611,223,1,16864,3.08,1
51,291604,6.85,3,861,3,46151,221,4,2691,0.92,1
45,643607,11.88,2,655,2,52793,151,8,45057,7.0,1
48,800962,19.24,2,601,1,69252,266,3,60425,7.54,1
25,684635,32.98,1,360,3,81019,73,1,21321,3.11,0
56,688629,15.13,4,755,1,29856,77,11,67964,9.87,1
43,673881,14.79,1,328,2,3994,32,12,25420,3.77,0
51,142672,12.82,2,410,2,43332,65,9,40833,28.62,0
20,479158,21.52,1,391,1,53314,357,9,35984,7.51,0
29,355064,8.13,1,441,2,69917,18,9,22366,6.3,0
18,533953,21.85,3,895,3,63962,164,9,3912,0.73,1
61,828985,31.69,1,401,1,90283,287,2,650,0.08,0
22,437582,1.34,2,370,2,30136,54,14,54689,12.5,0
47,64036,0.44,1,312,2,18684,63,14,26470,41.34,0
47,168441,3.38,4,844,1,32408,257,11,43347,25.73,1
34,162867,24.1,3,856,3,28433,239,11,40885,25.1,1
64,90021,38.45,2,380,1,36049,9,11,17678,19.64,0
40,389349,0.22,1,399,2,84895,120,4,60391,15.51,0
32,481370,42.15,4,782,2,97430,348,2,68250,14.18,1
54,705503,4.78,2,517,1,39388,90,7,62636,8.88,0
38,442641,37.89,1,671,3,78688,312,11,74132,16.75,1
31,894641,21.73,3,824,3,77907,175,3,63735,7.12,1
19,357283,29.67,1,500,3,45367,3,9,12165,3.4,0
28,780592,22.98,2,301,1,32275,130,7,53185,6.81,0
56,549656,21.47,2,361,3,9015,54,8,67083,12.2,0
55,679981,37.57,2,319,3,81758,293,9,35375,5.2,0
51,603117,34.01,4,883,3,72554,184,8,29581,4.9,1
55,411180,21.75,1,645,3,59822,353,7,56793,13.81,1
51,473510,5.02,1,479,2,96073,224,9,23319,4.92,0
35,821151,5.19,1,361,1,65398,12,11,14628,1.78,0
47,573515,36.07,3,716,1,13905,195,1,71615,12.49,1
32,653718,23.82,4,738,3,85234,247,11,36092,5.52,1
44,420782,21.67,4,709,1,40617,154,4,73903,17.56,1
51,32306,30.63,3,486,1,54816,78,4,14445,44.71,0
55,598110,38.65,4,852,2,2971,140,5,39874,6.67,1
50,44042,28.3,3,409,1,37475,90,8,17748,40.3,0
41,428302,34.33,2,327,2,45841,144,10,9230,2.16,0
32,692747,34.44,2,360,1,23248,72,1,67627,9.76,0
47,964546,16.03,4,757,2,5934,177,6,57805,5.99,1
59,633712,12.33,2,599,2,42780,348,9,48230,7.61,0
34,202690,36.05,2,638,1,3499,263,10,32369,15.97,1
22,767410,16.97,2,551,2,64191,271,8,10945,1.43,0
46,169395,40.65,1,555,2,21862,105,2,31753,18.74,0
21,562307,3.14,2,680,1,51109,72,7,32917,5.85,1
27,881858,2.62,1,444,2,76593,74,5,20818,2.36,0
34,585151,41.72,3,778,2,51648,143,2,70635,12.07,1
27,655311,29.18,3,784,2,28440,62,11,1134,0.17,1
34,685643,17.08,3,737,2,61465,146,1,56708,8.27,1
37,955783,33.98,3,729,2,92774,46,2,28671,3.0,1
41,329143,30.25,3,846,3,81444,229,11,55163,16.76,1
22,82780,23.9,2,587,2,59890,105,10,47725,57.65,0
51,829340,4.45,2,513,2,93879,109,6,52838,6.37,0
23,736944,36.55,2,319,2,67897,317,11,35975,4.88,0
19,408422,38.97,3,801,2,11909,121,12,1110,0.27,1
30,919434,7.75,3,763,1,17796,43,8,28756,3.13,1
60,463441,38.27,1,335,3,51557,99,3,24803,5.35,0
60,713312,39.5,4,892,1,21991,194,5,64772,9.08,1
28,120706,24.72,2,510,3,59251,311,11,43900,36.37,0
64,713023,29.53,4,870,2,84761,214,2,41973,5.89,1
40,142019,17.2,3,325,2,63108,229,12,68643,48.33,0
33,391852,12.68,3,706,3,52588,185,8,36705,9.37,1
48,736741,32.49,3,733,3,56732,112,4,73998,10.04,1
28,199001,38.78,4,863,1,66633,347,11,52959,26.61,1
33,815775,29.43,1,689,3,71989,272,10,42492,5.21,1
25,882605,23.02,3,864,2,84339,313,12,8496,0.96,1
21,120260,7.15,1,361,1,58042,102,6,65182,54.2,0
57,190863,2.41,1,385,3,9375,210,3,48113,25.21,0
21,704494,20.06,2,372,3,20065,227,11,13098,1.86,0
42,722461,2.22,4,827,1,98055,281,8,21533,2.98,1
20,613731,25.62,3,759,3,35954,22,8,31111,5.07,1
49,774471,17.22,1,619,2,16073,248,3,48544,6.27,1
20,339674,34.07,4,877,1,89186,159,12,51085,15.04,1
44,460015,13.75,4,751,3,26978,229,9,40703,8.85,1
46,680187,26.68,3,844,2,17205,343,10,62349,9.17,1
49,116143,24.2,2,615,3,64846,187,13,24718,21.28,1
36,738013,0.21,2,376,1,99558,143,5,55942,7.58,0
38,164771,3.26,1,418,3,81665,338,10,61296,37.2,0
22,526713,13.07,2,508,3,40035,358,9,43253,8.21,0
35,920959,39.7,2,481,3,32884,24,7,49918,5.42,0
45,792332,6.62,2,437,2,31701,141,10,21400,2.7,0
59,680673,31.99,4,824,2,39965,240,3,2497,0.37,1
39,688958,43.8,3,852,3,97181,292,6,30986,4.5,1
38,131362,35.58,4,717,3,78801,305,10,21435,16.32,1
23,790805,10.93,4,763,1,18716,82,2,38179,4.83,1
18,310951,40.88,3,778,3,11754,48,6,33311,10.71,1
22,744750,4.19,4,758,1,17930,353,12,13391,1.8,1
58,196298,21.07,1,550,2,16305,358,5,48578,24.75,0
29,603838,39.94,1,613,3,42525,171,13,51934,8.6,1
43,493288,28.86,4,760,1,77595,262,3,15480,3.14,1
63,285702,18.61,2,417,2,87794,68,14,28225,9.88,0
51,332257,13.18,4,778,1,77455,14,7,50352,15.15,1
31,859431,16.88,2,536,2,35951,30,11,16174,1.88,0
43,731238,22.9,4,770,3,7052,110,4,39801,5.44,1
62,973847,14.36,1,470,1,89861,212,11,27425,2.82,0
44,78219,43.6,2,543,3,47505,264,14,22708,29.03,0
26,710546,41.99,1,507,1,5491,322,6,70225,9.88,0
43,974470,39.18,4,787,2,80104,202,9,12855,1.32,1
64,709129,18.98,3,786,1,62568,84,12,3682,0.52,1
39,795292,31.11,2,438,1,15191,53,14,21614,2.72,0
64,801624,40.63,2,387,3,30337,355,6,19880,2.48,0
47,256495,38.27,4,832,3,58453,256,4,6079,2.37,1
60,597506,18.64,4,885,3,74600,74,10,45462,7.61,1
34,301373,5.06,2,338,2,40782,220,2,52315,17.36,0
43,881641,3.4,3,875,3,49734,143,9,27942,3.17,1
53,572165,25.97,4,779,1,27068,100,14,1417,0.25,1
18,209073,28.92,4,719,2,54933,129,4,25426,12.16,1
25,379281,38.24,4,780,3,40305,219,4,8508,2.24,1
52,844516,13.16,3,718,1,77007,271,2,60588,7.17,1
32,888212,7.54,2,487,1,42641,22,5,13574,1.53,0
64,167878,17.06,1,453,2,91317,178,13,58852,35.06,0
39,239707,15.91,4,852,1,28385,48,6,28699,11.97,1
31,261249,5.96,3,842,3,52613,117,10,42479,16.26,1
43,57034,30.25,2,550,1,15530,329,6,61495,107.82,0
45,191389,22.89,2,511,3,9133,179,3,18319,9.57,0
40,861900,32.45,3,848,3,20018,273,12,38720,4.49,1
31,432310,15.87,4,874,2,18356,362,14,69881,16.16,1
41,733156,14.66,1,471,1,48622,339,9,39103,5.33,0
19,30589,21.27,4,433,2,64453,360,7,19007,62.14,0
62,77221,39.48,2,415,2,31288,347,13,9049,11.72,0
43,275927,1.81,1,656,2,55234,179,14,21950,7.96,1
31,808089,36.22,4,850,3,52757,49,3,17910,2.22,1
24,380444,16.6,1,594,3,36188,315,4,31336,8.24,0
20,661517,38.46,3,845,3,15079,255,7,34185,5.17,1
64,845963,36.1,4,867,3,68364,30,11,60824,7.19,1
40,596515,15.69,2,591,1,50206,85,8,61216,10.26,0
63,285308,31.22,2,455,1,1695,277,6,67331,23.6,0
60,113078,7.18,1,638,3,32724,34,4,27642,24.45,1
64,847679,40.33,3,793,3,97204,329,12,68257,8.05,1
62,779401,18.2,4,885,1,67924,98,2,6827,0.88,1
35,957105,20.5,3,865,2,40531,76,10,39564,4.13,1
55,594887,31.76,3,871,2,94647,175,8,52829,8.88,1
52,484761,36.94,1,553,3,17227,341,1,6370,1.31,0
